Timestamp,Latitude,Longitude,AttributeName,Value
2024-05-15 14:20:18.051,52.47316067,1.743740167,equispherdiameter_standard,21.23246507
2024-05-15 14:20:18.051,52.47316067,1.743740167,equispherdiameter_otsu,21.53640256
2024-05-15 14:20:18.051,52.47316067,1.743740167,thresholdArea_standard,435.7733964
2024-05-15 14:20:18.051,52.47316067,1.743740167,thresholdArea_otsu,442.4768665
2024-05-15 14:20:18.051,52.47316067,1.743740167,objectlength,0
2024-05-15 14:20:18.051,52.47316067,1.743740167,copepodCount,59
2024-05-15 14:20:18.051,52.47316067,1.743740167,nonCopepodCount,284
2024-05-15 14:20:18.051,52.47316067,1.743740167,detritusCount,608
2024-05-15 14:21:27.207,52.47316117,1.743756667,equispherdiameter_standard,20.89824439
2024-05-15 14:21:27.207,52.47316117,1.743756667,equispherdiameter_otsu,21.21957821
2024-05-15 14:21:27.207,52.47316117,1.743756667,thresholdArea_standard,428.851312
2024-05-15 14:21:27.207,52.47316117,1.743756667,thresholdArea_otsu,435.6025267
2024-05-15 14:21:27.207,52.47316117,1.743756667,objectlength,0
2024-05-15 14:21:27.207,52.47316117,1.743756667,copepodCount,67
2024-05-15 14:21:27.207,52.47316117,1.743756667,nonCopepodCount,279
2024-05-15 14:21:27.207,52.47316117,1.743756667,detritusCount,683
2024-05-15 14:22:34.831,52.47316217,1.74376,equispherdiameter_standard,20.47369975
2024-05-15 14:22:34.831,52.47316217,1.74376,equispherdiameter_otsu,20.79574581
2024-05-15 14:22:34.831,52.47316217,1.74376,thresholdArea_standard,405.5461165
2024-05-15 14:22:34.831,52.47316217,1.74376,thresholdArea_otsu,412.3509709
2024-05-15 14:22:34.831,52.47316217,1.74376,objectlength,0
2024-05-15 14:22:34.831,52.47316217,1.74376,copepodCount,59
2024-05-15 14:22:34.831,52.47316217,1.74376,nonCopepodCount,296
2024-05-15 14:22:34.831,52.47316217,1.74376,detritusCount,675
2024-05-15 14:23:43.288,52.47316033,1.743751333,equispherdiameter_standard,19.73731397
2024-05-15 14:23:43.288,52.47316033,1.743751333,equispherdiameter_otsu,20.07726543
2024-05-15 14:23:43.288,52.47316033,1.743751333,thresholdArea_standard,379.4525194
2024-05-15 14:23:43.288,52.47316033,1.743751333,thresholdArea_otsu,386.3120155
2024-05-15 14:23:43.288,52.47316033,1.743751333,objectlength,0
2024-05-15 14:23:43.288,52.47316033,1.743751333,copepodCount,77
2024-05-15 14:23:43.288,52.47316033,1.743751333,nonCopepodCount,264
2024-05-15 14:23:43.288,52.47316033,1.743751333,detritusCount,691
2024-05-15 14:24:47.953,52.47315733,1.743748833,equispherdiameter_standard,20.60877224
2024-05-15 14:24:47.953,52.47315733,1.743748833,equispherdiameter_otsu,20.91117131
2024-05-15 14:24:47.953,52.47315733,1.743748833,thresholdArea_standard,410.821878
2024-05-15 14:24:47.953,52.47315733,1.743748833,thresholdArea_otsu,417.2173282
2024-05-15 14:24:47.953,52.47315733,1.743748833,objectlength,0
2024-05-15 14:24:47.953,52.47315733,1.743748833,copepodCount,74
2024-05-15 14:24:47.953,52.47315733,1.743748833,nonCopepodCount,300
2024-05-15 14:24:47.953,52.47315733,1.743748833,detritusCount,659
2024-05-15 14:25:56.796,52.4731575,1.743753667,equispherdiameter_standard,20.14351351
2024-05-15 14:25:56.796,52.4731575,1.743753667,equispherdiameter_otsu,20.48423645
2024-05-15 14:25:56.796,52.4731575,1.743753667,thresholdArea_standard,398.2641963
2024-05-15 14:25:56.796,52.4731575,1.743753667,thresholdArea_otsu,405.1669875
2024-05-15 14:25:56.796,52.4731575,1.743753667,objectlength,0
2024-05-15 14:25:56.796,52.4731575,1.743753667,copepodCount,64
2024-05-15 14:25:56.796,52.4731575,1.743753667,nonCopepodCount,272
2024-05-15 14:25:56.796,52.4731575,1.743753667,detritusCount,703
2024-05-15 14:27:02.267,52.473165,1.74375,equispherdiameter_standard,21.23590341
2024-05-15 14:27:02.267,52.473165,1.74375,equispherdiameter_otsu,21.54284726
2024-05-15 14:27:02.267,52.473165,1.74375,thresholdArea_standard,441.9480583
2024-05-15 14:27:02.267,52.473165,1.74375,thresholdArea_otsu,448.4538835
2024-05-15 14:27:02.267,52.473165,1.74375,objectlength,0
2024-05-15 14:27:02.267,52.473165,1.74375,copepodCount,64
2024-05-15 14:27:02.267,52.473165,1.74375,nonCopepodCount,281
2024-05-15 14:27:02.267,52.473165,1.74375,detritusCount,685
2024-05-15 14:28:13.188,52.473165,1.743750667,equispherdiameter_standard,20.78404689
2024-05-15 14:28:13.188,52.473165,1.743750667,equispherdiameter_otsu,21.12202702
2024-05-15 14:28:13.188,52.473165,1.743750667,thresholdArea_standard,417.356383
2024-05-15 14:28:13.188,52.473165,1.743750667,thresholdArea_otsu,424.3897485
2024-05-15 14:28:13.188,52.473165,1.743750667,objectlength,0
2024-05-15 14:28:13.188,52.473165,1.743750667,copepodCount,60
2024-05-15 14:28:13.188,52.473165,1.743750667,nonCopepodCount,279
2024-05-15 14:28:13.188,52.473165,1.743750667,detritusCount,695
2024-05-15 14:29:25.465,52.47317133,1.743745333,equispherdiameter_standard,20.48063678
2024-05-15 14:29:25.465,52.47317133,1.743745333,equispherdiameter_otsu,20.82458088
2024-05-15 14:29:25.465,52.47317133,1.743745333,thresholdArea_standard,412.5563654
2024-05-15 14:29:25.465,52.47317133,1.743745333,thresholdArea_otsu,419.5568513
2024-05-15 14:29:25.465,52.47317133,1.743745333,objectlength,0
2024-05-15 14:29:25.465,52.47317133,1.743745333,copepodCount,67
