Latitude,Longitude,Image DateTime,Predicted Class,object_length,count
55.3455,-0.869,2024-05-23 07:58:00,noncopepod,3415.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,10.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,17.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,21.0,3
55.3455,-0.8689,2024-05-23 07:58:00,copepod,22.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,23.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,25.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,27.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,29.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,33.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,40.0,2
55.3455,-0.8689,2024-05-23 07:58:00,copepod,41.0,1
55.3455,-0.8689,2024-05-23 07:58:00,copepod,54.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,0.0,10
55.3455,-0.8689,2024-05-23 07:58:00,detritus,16.0,2
55.3455,-0.8689,2024-05-23 07:58:00,detritus,17.0,2
55.3455,-0.8689,2024-05-23 07:58:00,detritus,18.0,4
55.3455,-0.8689,2024-05-23 07:58:00,detritus,19.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,21.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,23.0,2
55.3455,-0.8689,2024-05-23 07:58:00,detritus,25.0,2
55.3455,-0.8689,2024-05-23 07:58:00,detritus,27.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,28.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,29.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,31.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,35.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,55.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,519.0,1
55.3455,-0.8689,2024-05-23 07:58:00,detritus,2471.0,1
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,0.0,2
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,8.0,1
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,16.0,1
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,34.0,1
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,38.0,1
55.3455,-0.8689,2024-05-23 07:58:00,noncopepod,975.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,0.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,12.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,14.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,16.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,18.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,19.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,20.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,21.0,8
55.3456,-0.869,2024-05-23 07:57:00,copepod,22.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,23.0,5
55.3456,-0.869,2024-05-23 07:57:00,copepod,24.0,4
55.3456,-0.869,2024-05-23 07:57:00,copepod,25.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,26.0,5
55.3456,-0.869,2024-05-23 07:57:00,copepod,27.0,4
55.3456,-0.869,2024-05-23 07:57:00,copepod,28.0,6
55.3456,-0.869,2024-05-23 07:57:00,copepod,29.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,30.0,7
55.3456,-0.869,2024-05-23 07:57:00,copepod,31.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,32.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,33.0,4
55.3456,-0.869,2024-05-23 07:57:00,copepod,34.0,5
55.3456,-0.869,2024-05-23 07:57:00,copepod,35.0,3
55.3456,-0.869,2024-05-23 07:57:00,copepod,38.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,39.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,41.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,42.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,43.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,44.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,47.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,53.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,59.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,67.0,2
55.3456,-0.869,2024-05-23 07:57:00,copepod,68.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,95.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,122.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,125.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,132.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,1975.0,1
55.3456,-0.869,2024-05-23 07:57:00,copepod,2255.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,0.0,26
55.3456,-0.869,2024-05-23 07:57:00,detritus,8.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,10.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,11.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,14.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,16.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,17.0,11
55.3456,-0.869,2024-05-23 07:57:00,detritus,18.0,10
55.3456,-0.869,2024-05-23 07:57:00,detritus,19.0,13
55.3456,-0.869,2024-05-23 07:57:00,detritus,20.0,11
55.3456,-0.869,2024-05-23 07:57:00,detritus,21.0,9
55.3456,-0.869,2024-05-23 07:57:00,detritus,22.0,12
55.3456,-0.869,2024-05-23 07:57:00,detritus,23.0,8
55.3456,-0.869,2024-05-23 07:57:00,detritus,24.0,8
55.3456,-0.869,2024-05-23 07:57:00,detritus,25.0,4
55.3456,-0.869,2024-05-23 07:57:00,detritus,26.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,27.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,28.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,29.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,30.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,32.0,4
55.3456,-0.869,2024-05-23 07:57:00,detritus,35.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,38.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,39.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,42.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,47.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,50.0,2
55.3456,-0.869,2024-05-23 07:57:00,detritus,52.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,647.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,1295.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,2591.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,2719.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,2919.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,2967.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,3095.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,3119.0,1
55.3456,-0.869,2024-05-23 07:57:00,detritus,3359.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,0.0,2
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,8.0,2
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,14.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,15.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,18.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,24.0,2
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,30.0,3
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,31.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,33.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,34.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,35.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,48.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,49.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,57.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,68.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,703.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,1391.0,1
55.3456,-0.869,2024-05-23 07:57:00,noncopepod,1599.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,0.0,6
55.3456,-0.869,2024-05-23 07:58:00,copepod,8.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,9.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,10.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,11.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,12.0,5
55.3456,-0.869,2024-05-23 07:58:00,copepod,13.0,2
55.3456,-0.869,2024-05-23 07:58:00,copepod,14.0,2
55.3456,-0.869,2024-05-23 07:58:00,copepod,15.0,3
55.3456,-0.869,2024-05-23 07:58:00,copepod,16.0,17
55.3456,-0.869,2024-05-23 07:58:00,copepod,17.0,10
55.3456,-0.869,2024-05-23 07:58:00,copepod,18.0,8
55.3456,-0.869,2024-05-23 07:58:00,copepod,19.0,18
55.3456,-0.869,2024-05-23 07:58:00,copepod,20.0,8
55.3456,-0.869,2024-05-23 07:58:00,copepod,21.0,18
55.3456,-0.869,2024-05-23 07:58:00,copepod,22.0,14
55.3456,-0.869,2024-05-23 07:58:00,copepod,23.0,15
55.3456,-0.869,2024-05-23 07:58:00,copepod,24.0,9
55.3456,-0.869,2024-05-23 07:58:00,copepod,25.0,12
55.3456,-0.869,2024-05-23 07:58:00,copepod,26.0,16
55.3456,-0.869,2024-05-23 07:58:00,copepod,27.0,8
55.3456,-0.869,2024-05-23 07:58:00,copepod,28.0,9
55.3456,-0.869,2024-05-23 07:58:00,copepod,29.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,30.0,8
55.3456,-0.869,2024-05-23 07:58:00,copepod,31.0,6
55.3456,-0.869,2024-05-23 07:58:00,copepod,32.0,9
55.3456,-0.869,2024-05-23 07:58:00,copepod,33.0,9
55.3456,-0.869,2024-05-23 07:58:00,copepod,34.0,3
55.3456,-0.869,2024-05-23 07:58:00,copepod,35.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,36.0,3
55.3456,-0.869,2024-05-23 07:58:00,copepod,37.0,4
55.3456,-0.869,2024-05-23 07:58:00,copepod,38.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,39.0,3
55.3456,-0.869,2024-05-23 07:58:00,copepod,40.0,2
55.3456,-0.869,2024-05-23 07:58:00,copepod,41.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,43.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,44.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,45.0,4
55.3456,-0.869,2024-05-23 07:58:00,copepod,49.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,51.0,2
55.3456,-0.869,2024-05-23 07:58:00,copepod,52.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,53.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,57.0,2
55.3456,-0.869,2024-05-23 07:58:00,copepod,67.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,101.0,1
55.3456,-0.869,2024-05-23 07:58:00,copepod,2991.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,0.0,59
55.3456,-0.869,2024-05-23 07:58:00,detritus,8.0,4
55.3456,-0.869,2024-05-23 07:58:00,detritus,9.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,10.0,2
55.3456,-0.869,2024-05-23 07:58:00,detritus,11.0,4
55.3456,-0.869,2024-05-23 07:58:00,detritus,12.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,13.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,14.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,15.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,16.0,5
55.3456,-0.869,2024-05-23 07:58:00,detritus,17.0,26
55.3456,-0.869,2024-05-23 07:58:00,detritus,18.0,23
55.3456,-0.869,2024-05-23 07:58:00,detritus,19.0,21
55.3456,-0.869,2024-05-23 07:58:00,detritus,20.0,23
55.3456,-0.869,2024-05-23 07:58:00,detritus,21.0,13
55.3456,-0.869,2024-05-23 07:58:00,detritus,22.0,20
55.3456,-0.869,2024-05-23 07:58:00,detritus,23.0,19
55.3456,-0.869,2024-05-23 07:58:00,detritus,24.0,8
55.3456,-0.869,2024-05-23 07:58:00,detritus,25.0,9
55.3456,-0.869,2024-05-23 07:58:00,detritus,26.0,10
55.3456,-0.869,2024-05-23 07:58:00,detritus,27.0,4
55.3456,-0.869,2024-05-23 07:58:00,detritus,28.0,16
55.3456,-0.869,2024-05-23 07:58:00,detritus,29.0,4
55.3456,-0.869,2024-05-23 07:58:00,detritus,30.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,31.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,32.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,33.0,5
55.3456,-0.869,2024-05-23 07:58:00,detritus,34.0,5
55.3456,-0.869,2024-05-23 07:58:00,detritus,35.0,5
55.3456,-0.869,2024-05-23 07:58:00,detritus,38.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,39.0,2
55.3456,-0.869,2024-05-23 07:58:00,detritus,40.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,43.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,44.0,2
55.3456,-0.869,2024-05-23 07:58:00,detritus,46.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,49.0,3
55.3456,-0.869,2024-05-23 07:58:00,detritus,51.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,52.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,60.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,67.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,76.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,94.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,98.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,102.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,105.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,138.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,455.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,615.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,751.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,799.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,903.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,1575.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,1847.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,1863.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,1919.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2191.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2279.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2343.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2535.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2703.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2727.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,2959.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,3031.0,1
55.3456,-0.869,2024-05-23 07:58:00,detritus,3119.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,0.0,19
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,8.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,9.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,11.0,3
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,12.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,14.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,16.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,17.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,18.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,19.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,20.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,21.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,22.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,24.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,25.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,27.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,30.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,31.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,32.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,33.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,34.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,35.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,36.0,3
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,40.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,41.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,44.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,46.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,47.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,52.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,55.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,56.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,60.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,63.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,67.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,151.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,655.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,719.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,735.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,807.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,815.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,839.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1079.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1151.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1239.0,2
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1263.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1311.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1439.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1519.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1575.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1583.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1615.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1647.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1687.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1703.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1711.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1799.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,1863.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2031.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2143.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2183.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2199.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2247.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2327.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2503.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2807.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,2823.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,3023.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,3215.0,1
55.3456,-0.869,2024-05-23 07:58:00,noncopepod,3455.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,0.0,3
55.3457,-0.8691,2024-05-23 07:57:00,copepod,8.0,2
55.3457,-0.8691,2024-05-23 07:57:00,copepod,11.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,12.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,13.0,5
55.3457,-0.8691,2024-05-23 07:57:00,copepod,14.0,3
55.3457,-0.8691,2024-05-23 07:57:00,copepod,15.0,2
55.3457,-0.8691,2024-05-23 07:57:00,copepod,16.0,7
55.3457,-0.8691,2024-05-23 07:57:00,copepod,17.0,4
55.3457,-0.8691,2024-05-23 07:57:00,copepod,18.0,11
55.3457,-0.8691,2024-05-23 07:57:00,copepod,19.0,11
55.3457,-0.8691,2024-05-23 07:57:00,copepod,20.0,16
55.3457,-0.8691,2024-05-23 07:57:00,copepod,21.0,12
55.3457,-0.8691,2024-05-23 07:57:00,copepod,22.0,15
55.3457,-0.8691,2024-05-23 07:57:00,copepod,23.0,9
55.3457,-0.8691,2024-05-23 07:57:00,copepod,24.0,6
55.3457,-0.8691,2024-05-23 07:57:00,copepod,25.0,12
55.3457,-0.8691,2024-05-23 07:57:00,copepod,26.0,7
55.3457,-0.8691,2024-05-23 07:57:00,copepod,27.0,7
55.3457,-0.8691,2024-05-23 07:57:00,copepod,28.0,5
55.3457,-0.8691,2024-05-23 07:57:00,copepod,29.0,7
55.3457,-0.8691,2024-05-23 07:57:00,copepod,30.0,6
55.3457,-0.8691,2024-05-23 07:57:00,copepod,31.0,5
55.3457,-0.8691,2024-05-23 07:57:00,copepod,32.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,33.0,2
55.3457,-0.8691,2024-05-23 07:57:00,copepod,34.0,3
55.3457,-0.8691,2024-05-23 07:57:00,copepod,35.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,37.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,38.0,3
55.3457,-0.8691,2024-05-23 07:57:00,copepod,40.0,2
55.3457,-0.8691,2024-05-23 07:57:00,copepod,41.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,45.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,52.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,54.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,64.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,73.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,84.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,151.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,216.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,1975.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,2607.0,1
55.3457,-0.8691,2024-05-23 07:57:00,copepod,3087.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,0.0,55
55.3457,-0.8691,2024-05-23 07:57:00,detritus,6.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,8.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,9.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,10.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,11.0,7
55.3457,-0.8691,2024-05-23 07:57:00,detritus,12.0,3
55.3457,-0.8691,2024-05-23 07:57:00,detritus,13.0,4
55.3457,-0.8691,2024-05-23 07:57:00,detritus,15.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,16.0,5
55.3457,-0.8691,2024-05-23 07:57:00,detritus,17.0,10
55.3457,-0.8691,2024-05-23 07:57:00,detritus,18.0,19
55.3457,-0.8691,2024-05-23 07:57:00,detritus,19.0,19
55.3457,-0.8691,2024-05-23 07:57:00,detritus,20.0,12
55.3457,-0.8691,2024-05-23 07:57:00,detritus,21.0,17
55.3457,-0.8691,2024-05-23 07:57:00,detritus,22.0,6
55.3457,-0.8691,2024-05-23 07:57:00,detritus,23.0,7
55.3457,-0.8691,2024-05-23 07:57:00,detritus,24.0,12
55.3457,-0.8691,2024-05-23 07:57:00,detritus,25.0,5
55.3457,-0.8691,2024-05-23 07:57:00,detritus,26.0,5
55.3457,-0.8691,2024-05-23 07:57:00,detritus,27.0,4
55.3457,-0.8691,2024-05-23 07:57:00,detritus,28.0,9
55.3457,-0.8691,2024-05-23 07:57:00,detritus,29.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,30.0,5
55.3457,-0.8691,2024-05-23 07:57:00,detritus,31.0,3
55.3457,-0.8691,2024-05-23 07:57:00,detritus,32.0,3
55.3457,-0.8691,2024-05-23 07:57:00,detritus,33.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,34.0,3
55.3457,-0.8691,2024-05-23 07:57:00,detritus,36.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,37.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,38.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,39.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,40.0,5
55.3457,-0.8691,2024-05-23 07:57:00,detritus,41.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,42.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,43.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,45.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,46.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,47.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,49.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,50.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,51.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,54.0,4
55.3457,-0.8691,2024-05-23 07:57:00,detritus,61.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,63.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,66.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,75.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,76.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,82.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,83.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,85.0,2
55.3457,-0.8691,2024-05-23 07:57:00,detritus,89.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,95.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,156.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,743.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,1239.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,1487.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,1703.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,1831.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,2071.0,1
55.3457,-0.8691,2024-05-23 07:57:00,detritus,2087.0,1
